iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
IRN,Asia,Iran,2020-07-13,259652.0,2349.0,2371.571,13032.0,203.0,185.857,3091.355,27.967,28.235,155.156,2.417,2.213,0.97,,,,,,,,,25760.0,1997967.0,23.787,0.307,25423.0,0.303,0.093,10.7,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-14,262173.0,2521.0,2355.0,13211.0,179.0,182.857,3121.369,30.014,28.038,157.287,2.131,2.177,0.98,,,,,,,,,25112.0,2023079.0,24.086,0.299,25184.0,0.3,0.094,10.7,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-15,264561.0,2388.0,2311.714,13410.0,199.0,189.429,3149.8,28.431,27.523,159.656,2.369,2.255,0.97,,,,,,,,,24970.0,2048049.0,24.384,0.297,25094.0,0.299,0.092,10.9,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-16,267061.0,2500.0,2371.857,13608.0,198.0,186.143,3179.564,29.764,28.239,162.014,2.357,2.216,0.99,,,,,,,,,25742.0,2073791.0,24.69,0.306,25141.0,0.299,0.094,10.6,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-17,269440.0,2379.0,2388.571,13791.0,183.0,192.0,3207.888,28.324,28.438,164.192,2.179,2.286,0.98,,,,,,,,,25194.0,2098985.0,24.99,0.3,25212.0,0.3,0.095,10.6,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-18,271606.0,2166.0,2355.571,13979.0,188.0,192.0,3233.676,25.788,28.045,166.431,2.238,2.286,0.97,,,,,,,,,24533.0,2123518.0,25.282,0.292,25201.0,0.3,0.093,10.7,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-19,273788.0,2182.0,2355.0,14188.0,209.0,194.143,3259.654,25.978,28.038,168.919,2.488,2.311,0.99,,,,,,,,,25481.0,2148999.0,25.585,0.303,25256.0,0.301,0.093,10.7,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-20,276202.0,2414.0,2364.286,14405.0,217.0,196.143,3288.395,28.741,28.149,171.502,2.584,2.335,1.02,,,,,,,,,26218.0,2175217.0,25.898,0.312,25321.0,0.301,0.093,10.7,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-21,278827.0,2625.0,2379.143,14634.0,229.0,203.286,3319.648,31.253,28.326,174.229,2.726,2.42,1.03,,,,,,,,,26741.0,2201958.0,26.216,0.318,25554.0,0.304,0.093,10.7,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-22,281413.0,2586.0,2407.429,14853.0,219.0,206.143,3350.436,30.788,28.662,176.836,2.607,2.454,1.04,,,,,,,,,26319.0,2228277.0,26.529,0.313,25747.0,0.307,0.094,10.7,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-23,284034.0,2621.0,2424.714,15074.0,221.0,209.429,3381.641,31.205,28.868,179.467,2.631,2.493,1.03,,,,,,,,,25846.0,2254123.0,26.837,0.308,25762.0,0.307,0.094,10.6,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-24,286523.0,2489.0,2440.429,15289.0,215.0,214.0,3411.274,29.633,29.055,182.027,2.56,2.548,1.02,,,,,,,,,24261.0,2278384.0,27.126,0.289,25628.0,0.305,0.095,10.5,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-25,288839.0,2316.0,2461.857,15484.0,195.0,215.0,3438.848,27.574,29.31,184.349,2.322,2.56,1.01,,,,,,,,,,,,,25757.0,0.307,0.096,10.5,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-26,291172.0,2333.0,2483.429,15700.0,216.0,216.0,3466.624,27.776,29.567,186.92,2.572,2.572,1.02,,,,,,,,,,,,,25751.0,0.307,0.096,10.4,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-27,293606.0,2434.0,2486.286,15912.0,212.0,215.286,3495.603,28.979,29.601,189.444,2.524,2.563,1.02,,,,,,,,,,,,,25639.0,0.305,0.097,10.3,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-28,296273.0,2667.0,2492.286,16147.0,235.0,216.143,3527.355,31.753,29.673,192.242,2.798,2.573,1.03,,,,,,,,,,2380122.0,28.337,,25452.0,0.303,0.098,10.2,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-29,298909.0,2636.0,2499.429,16343.0,196.0,212.857,3558.739,31.384,29.758,194.576,2.334,2.534,1.03,,,,,,,,,25740.0,2405862.0,28.644,0.306,25369.0,0.302,0.099,10.1,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-30,301530.0,2621.0,2499.429,16569.0,226.0,213.571,3589.944,31.205,29.758,197.267,2.691,2.543,1.04,,,,,,,,,,,,,25323.0,0.301,0.099,10.1,tests performed,,,,,,,,,,58.8,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-07-31,304204.0,2674.0,2525.857,16766.0,197.0,211.0,3621.78,31.836,30.072,199.612,2.345,2.512,1.05,,,,,,,,,,2456909.0,29.251,,25504.0,0.304,0.099,10.1,tests performed,,,,,,,,,,61.57,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-01,306752.0,2548.0,2559.0,16982.0,216.0,214.0,3652.116,30.336,30.467,202.184,2.572,2.548,1.07,,,,,,,,,25644.0,2482553.0,29.557,0.305,25534.0,0.304,0.1,10.0,tests performed,,,,,,,,,,61.57,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-02,309437.0,2685.0,2609.286,17190.0,208.0,212.857,3684.083,31.967,31.066,204.66,2.476,2.534,1.07,,,,,,,,,25865.0,2508418.0,29.865,0.308,25595.0,0.305,0.102,9.8,tests performed,,,,,,,,,,61.57,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-03,312035.0,2598.0,2632.714,17405.0,215.0,213.286,3715.014,30.931,31.344,207.22,2.56,2.539,1.04,,,,,,,,,26240.0,2534658.0,30.177,0.312,25710.0,0.306,0.102,9.8,tests performed,,,,,,,,,,61.57,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-04,314786.0,2751.0,2644.714,17617.0,212.0,210.0,3747.767,32.753,31.487,209.744,2.524,2.5,1.02,,,,,,,,,25716.0,2560374.0,30.483,0.306,25750.0,0.307,0.103,9.7,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-05,317483.0,2697.0,2653.429,17802.0,185.0,208.429,3779.877,32.11,31.591,211.946,2.203,2.482,0.99,,,,,,,,,26709.0,2587083.0,30.801,0.318,25889.0,0.308,0.102,9.8,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-06,320117.0,2634.0,2655.286,17976.0,174.0,201.0,3811.236,31.36,31.613,214.018,2.072,2.393,0.97,,,,,,,,,,,,,25849.0,0.308,0.103,9.7,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-07,322567.0,2450.0,2623.286,18132.0,156.0,195.143,3840.406,29.169,31.232,215.875,1.857,2.323,0.94,,,,,,,,,,2637575.0,31.402,,25809.0,0.307,0.102,9.8,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-08,324692.0,2125.0,2562.857,18264.0,132.0,183.143,3865.705,25.3,30.513,217.447,1.572,2.18,0.91,,,,,,,,,24390.0,2661965.0,31.693,0.29,25630.0,0.305,0.1,10.0,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-09,326712.0,2020.0,2467.857,18427.0,163.0,176.714,3889.755,24.05,29.382,219.387,1.941,2.104,0.9,,,,,,,,,24533.0,2686498.0,31.985,0.292,25440.0,0.303,0.097,10.3,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-10,328844.0,2132.0,2401.286,18616.0,189.0,173.0,3915.138,25.383,28.589,221.638,2.25,2.06,0.91,,,,,,,,,25319.0,2711817.0,32.286,0.301,25308.0,0.301,0.095,10.5,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-11,331189.0,2345.0,2343.286,18800.0,184.0,169.0,3943.057,27.919,27.899,223.828,2.191,2.012,0.94,,,,,,,,,24697.0,2736514.0,32.58,0.294,25163.0,0.3,0.093,10.7,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-12,333699.0,2510.0,2316.571,18988.0,188.0,169.429,3972.94,29.883,27.581,226.067,2.238,2.017,0.98,,,,,,,,,26711.0,2763225.0,32.898,0.318,25163.0,0.3,0.092,10.9,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-13,336324.0,2625.0,2315.286,19162.0,174.0,169.429,4004.193,31.253,27.565,228.138,2.072,2.017,1.01,,,,,,,,,,,,,25075.0,0.299,0.092,10.8,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-14,338825.0,2501.0,2322.571,19331.0,169.0,171.286,4033.969,29.776,27.652,230.15,2.012,2.039,1.0,,,,,,,,,,2812488.0,33.485,,24988.0,0.298,0.093,10.8,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-15,341070.0,2245.0,2339.714,19492.0,161.0,175.429,4060.698,26.728,27.856,232.067,1.917,2.089,0.98,,,,,,,,,23764.0,2836252.0,33.768,0.283,24898.0,0.296,0.094,10.6,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-16,343203.0,2133.0,2355.857,19639.0,147.0,173.143,4086.093,25.395,28.048,233.817,1.75,2.061,0.96,,,,,,,,,25573.0,2861825.0,34.072,0.304,25047.0,0.298,0.094,10.6,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-17,345450.0,2247.0,2372.286,19804.0,165.0,169.714,4112.845,26.752,28.244,235.782,1.964,2.021,0.96,,,,,,,,,26113.0,2887938.0,34.383,0.311,25160.0,0.3,0.094,10.6,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-18,347835.0,2385.0,2378.0,19972.0,168.0,167.429,4141.24,28.395,28.312,237.782,2.0,1.993,0.96,,,,,,,,,26111.0,2914049.0,34.694,0.311,25362.0,0.302,0.094,10.7,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-19,350279.0,2444.0,2368.571,20125.0,153.0,162.429,4170.338,29.098,28.2,239.603,1.822,1.934,0.96,,,,,,,,,25791.0,2939840.0,35.001,0.307,25231.0,0.3,0.094,10.7,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-20,352558.0,2279.0,2319.143,20264.0,139.0,157.429,4197.471,27.133,27.611,241.258,1.655,1.874,0.94,,,,,,,,,23901.0,2963741.0,35.286,0.285,25126.0,0.299,0.092,10.8,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-21,354764.0,2206.0,2277.0,20376.0,112.0,149.286,4223.735,26.264,27.109,242.592,1.333,1.777,0.94,,,,,,,,,,,,,25005.0,0.298,0.091,11.0,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-22,356792.0,2028.0,2246.0,20502.0,126.0,144.286,4247.88,24.145,26.74,244.092,1.5,1.718,0.95,,,,,,,,,,3011310.0,35.852,,25008.0,0.298,0.09,11.1,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-23,358905.0,2113.0,2243.143,20643.0,141.0,143.429,4273.037,25.157,26.706,245.771,1.679,1.708,0.97,,,,,,,,,25401.0,3036711.0,36.154,0.302,24984.0,0.297,0.09,11.1,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-24,361150.0,2245.0,2242.857,20776.0,133.0,138.857,4299.765,26.728,26.703,247.354,1.583,1.653,0.97,,,,,,,,,25711.0,3062422.0,36.46,0.306,24926.0,0.297,0.09,11.1,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-25,363363.0,2213.0,2218.286,20901.0,125.0,132.714,4326.113,26.347,26.41,248.842,1.488,1.58,0.95,,,,,,,,,25891.0,3088313.0,36.769,0.308,24895.0,0.296,0.089,11.2,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-26,365606.0,2243.0,2189.571,21020.0,119.0,127.857,4352.818,26.705,26.069,250.259,1.417,1.522,0.94,,,,,,,,,25493.0,3113806.0,37.072,0.304,24852.0,0.296,0.088,11.4,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-27,367796.0,2190.0,2176.857,21137.0,117.0,124.714,4378.891,26.074,25.917,251.652,1.393,1.485,0.93,,,,,,,,,24976.0,3138782.0,37.37,0.297,25006.0,0.298,0.087,11.5,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-28,369911.0,2115.0,2163.857,21249.0,112.0,124.714,4404.072,25.181,25.762,252.986,1.333,1.485,0.92,,,,,,,,,23112.0,3161894.0,37.645,0.275,24910.0,0.297,0.087,11.5,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-29,371816.0,1905.0,2146.286,21359.0,110.0,122.429,4426.752,22.68,25.553,254.295,1.31,1.458,0.9,,,,,,,,,,,,,24753.0,0.295,0.087,11.5,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-30,373570.0,1754.0,2095.0,21462.0,103.0,117.0,4447.635,20.883,24.943,255.521,1.226,1.393,0.87,,,,,,,,,,3207269.0,38.185,,24365.0,0.29,0.086,11.6,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-08-31,375212.0,1642.0,2008.857,21571.0,109.0,113.571,4467.184,19.549,23.917,256.819,1.298,1.352,0.83,,,,,,,,,23841.0,3231110.0,38.469,0.284,24098.0,0.287,0.083,12.0,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-01,376894.0,1682.0,1933.0,21672.0,101.0,110.143,4487.21,20.025,23.014,258.022,1.202,1.311,0.84,,,,,,,,,25012.0,3256122.0,38.767,0.298,23973.0,0.285,0.081,12.4,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-02,378752.0,1858.0,1878.0,21797.0,125.0,111.0,4509.331,22.121,22.359,259.51,1.488,1.322,0.89,,,,,,,,,25839.0,3281961.0,39.074,0.308,24022.0,0.286,0.078,12.8,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-03,380746.0,1994.0,1850.0,21926.0,129.0,112.714,4533.071,23.74,22.026,261.046,1.536,1.342,0.95,,,,,,,,,25422.0,3307383.0,39.377,0.303,24086.0,0.287,0.077,13.0,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-04,382772.0,2026.0,1837.286,22044.0,118.0,113.571,4557.192,24.121,21.874,262.451,1.405,1.352,0.99,,,,,,,,,,,,,24196.0,0.288,0.076,13.2,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-05,384666.0,1894.0,1835.714,22154.0,110.0,113.571,4579.741,22.55,21.856,263.76,1.31,1.352,1.03,,,,,,,,,,3355152.0,39.946,,24367.0,0.29,0.075,13.3,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-06,386658.0,1992.0,1869.714,22293.0,139.0,118.714,4603.458,23.716,22.26,265.415,1.655,1.413,1.06,,,,,,,,,,,,,24762.0,0.295,0.076,13.2,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-07,388810.0,2152.0,1942.571,22410.0,117.0,119.857,4629.079,25.621,23.128,266.808,1.393,1.427,1.07,,,,,,,,,,3406055.0,40.552,,24992.0,0.298,0.078,12.9,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-08,391112.0,2302.0,2031.143,22542.0,132.0,124.286,4656.486,27.407,24.182,268.38,1.572,1.48,1.08,,,,,,,,,25591.0,3431646.0,40.856,0.305,25075.0,0.299,0.081,12.3,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-09,393425.0,2313.0,2096.143,22669.0,127.0,124.571,4684.024,27.538,24.956,269.892,1.512,1.483,1.06,,,,,,,,,26097.0,3457743.0,41.167,0.311,25112.0,0.299,0.083,12.0,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-10,395488.0,2063.0,2106.0,22798.0,129.0,124.571,4708.585,24.562,25.074,271.428,1.536,1.483,1.05,,,,,,,,,,,,,25065.0,0.298,0.084,11.9,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-11,397801.0,2313.0,2147.0,22913.0,115.0,124.143,4736.124,27.538,25.562,272.797,1.369,1.478,1.07,,,,,,,,,,3507938.0,41.765,,25239.0,0.3,0.085,11.8,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-12,399940.0,2139.0,2182.0,23029.0,116.0,125.0,4761.59,25.466,25.978,274.178,1.381,1.488,1.09,,,,,,,,,24936.0,3532874.0,42.062,0.297,25389.0,0.302,0.086,11.6,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-13,402029.0,2089.0,2195.857,23157.0,128.0,123.429,4786.461,24.871,26.143,275.702,1.524,1.47,1.12,,,,,,,,,26691.0,3559565.0,42.379,0.318,25566.0,0.304,0.086,11.6,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-14,404648.0,2619.0,2262.571,23313.0,156.0,129.0,4817.642,31.181,26.938,277.559,1.857,1.536,1.17,,,,,,,,,27283.0,3586848.0,42.704,0.325,25828.0,0.308,0.088,11.4,tests performed,,,,,,,,,,60.19,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-15,407353.0,2705.0,2320.143,23453.0,140.0,130.143,4849.847,32.205,27.623,279.226,1.667,1.549,1.19,,,,,,,,,,,,,26081.0,0.311,0.089,11.2,tests performed,,,,,,,,,,54.63,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-16,410334.0,2981.0,2415.571,23632.0,179.0,137.571,4885.338,35.491,28.759,281.357,2.131,1.638,1.22,,,,,,,,,,3641581.0,43.356,,26263.0,0.313,0.092,10.9,tests performed,,,,,,,,,,54.63,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-17,413149.0,2815.0,2523.0,23808.0,176.0,144.286,4918.853,33.515,30.038,283.452,2.095,1.718,1.21,,,,,,,,,,,,,26374.0,0.314,0.096,10.5,tests performed,,,,,,,,,,54.63,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-18,416198.0,3049.0,2628.143,23952.0,144.0,148.429,4955.154,36.301,31.29,285.167,1.714,1.767,1.22,,,,,,,,,,,,,26485.0,0.315,0.099,10.1,tests performed,,,,,,,,,,54.63,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-09-19,419043.0,2845.0,2729.0,24118.0,166.0,155.571,4989.026,33.872,32.491,287.143,1.976,1.852,1.23,,,,,,,,,,3719210.0,44.28,,26619.0,0.317,0.103,9.8,tests performed,,,,,,,,,,54.63,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
